UF;Sigla;Ano;Total;Homens;Mulheres;NASCIMENTOS;ÓBITOS;SALDO MIGRATÓRIO Interno (1);Internac.;Total;Exp Vd Ambos;Exp Homens;Exp Mulheres;Mort Inf Ambos;Mort Homens;Mort Mulheres
Rondonia;RO;2010;1.598.634;814.371;784.263;26.917;9.635;2.539;0;2.539;70,11;67,04;73,79;22,75;24,40;21,01
Rondonia;RO;2011;1.618.210;823.690;794.520;26.618;9.788;2.501;0;2.501;70,32;67,25;73,99;22,24;23,80;20,59
Rondonia;RO;2012;1.637.884;833.047;804.837;27.518;9.965;2.463;0;2.463;70,53;67,46;74,19;21,75;23,23;20,18
Rondonia;RO;2013;1.657.620;842.425;815.195;27.176;10.145;2.424;0;2.424;70,74;67,66;74,39;21,27;22,69;19,78
Rondonia;RO;2014;1.677.766;852.003;825.763;28.794;10.344;2.386;0;2.386;70,94;67,86;74,58;20,82;22,18;19,39
Rondonia;RO;2015;1.698.263;861.751;836.512;28.352;10.542;2.348;0;2.348;71,14;68,06;74,77;20,38;21,68;19,01
Rondonia;RO;2016;1.717.911;871.055;846.856;27.557;10.727;2.310;0;2.310;71,34;68,25;74,96;19,96;21,21;18,64
Rondonia;RO;2017;1.737.578;880.360;857.218;28.859;10.938;2.272;0;2.272;71,53;68,44;75,14;19,55;20,75;18,29
Rondonia;RO;2018;1.757.589;889.834;867.755;28.762;11.166;2.233;0;2.233;71,72;68,63;75,32;19,17;20,32;17,94
Rondonia;RO;2019;1.777.225;899.108;878.117;28.634;11.386;2.195;0;2.195;71,91;68,82;75,50;18,79;19,91;17,61
Rondonia;RO;2020;1.796.460;908.169;888.291;28.488;11.617;2.156;0;2.156;72,09;69,00;75,67;18,43;19,51;17,28
Rondonia;RO;2021;1.815.278;917.011;898.267;28.345;11.855;2.118;0;2.118;72,27;69,18;75,84;18,08;19,13;16,97
Rondonia;RO;2022;1.833.642;925.615;908.027;28.144;12.106;2.080;0;2.080;72,45;69,35;76,01;17,74;18,77;16,66
Rondonia;RO;2023;1.851.491;933.950;917.541;27.903;12.365;2.041;0;2.041;72,62;69,53;76,18;17,42;18,42;16,37
Rondonia;RO;2024;1.868.787;941.998;926.789;27.643;12.632;2.003;0;2.003;72,79;69,70;76,34;17,11;18,08;16,08
Rondonia;RO;2025;1.885.507;949.747;935.760;27.372;12.911;1.965;0;1.965;72,96;69,86;76,49;16,81;17,76;15,81
Rondonia;RO;2026;1.901.627;957.185;944.442;27.084;13.197;1.927;0;1.927;73,13;70,03;76,65;16,52;17,45;15,54
Rondonia;RO;2027;1.917.130;964.305;952.825;26.801;13.498;1.889;0;1.889;73,29;70,19;76,80;16,25;17,16;15,28
Rondonia;RO;2028;1.932.010;971.104;960.906;26.527;13.809;1.850;0;1.850;73,44;70,35;76,95;15,98;16,88;15,03
Rondonia;RO;2029;1.946.272;977.584;968.688;26.274;14.130;1.812;0;1.812;73,60;70,51;77,09;15,72;16,60;14,79
Rondonia;RO;2030;1.959.925;983.752;976.173;26.040;14.464;1.774;0;1.774;73,75;70,66;77,23;15,47;16,34;14,56
Rondonia;RO;2031;1.972.968;989.612;983.356;25.769;14.807;1.774;0;1.774;73,90;70,81;77,37;15,23;16,09;14,33
Rondonia;RO;2032;1.985.411;995.172;990.239;25.537;15.160;1.774;0;1.774;74,05;70,96;77,51;15,01;15,85;14,12
Rondonia;RO;2033;1.997.286;1.000.450;996.836;25.350;15.524;1.774;0;1.774;74,19;71,10;77,64;14,79;15,62;13,91
Rondonia;RO;2034;2.008.616;1.005.458;1.003.158;25.182;15.896;1.774;0;1.774;74,33;71,24;77,77;14,58;15,40;13,71
Rondonia;RO;2035;2.019.409;1.010.201;1.009.208;25.029;16.278;1.774;0;1.774;74,47;71,38;77,90;14,38;15,19;13,51
Rondonia;RO;2036;2.029.651;1.014.672;1.014.979;24.851;16.666;1.774;0;1.774;74,60;71,52;78,02;14,18;14,99;13,32
Rondonia;RO;2037;2.039.343;1.018.872;1.020.471;24.709;17.059;1.774;0;1.774;74,74;71,65;78,15;13,99;14,79;13,14
Rondonia;RO;2038;2.048.511;1.022.816;1.025.695;24.600;17.461;1.774;0;1.774;74,87;71,78;78,26;13,80;14,60;12,96
Rondonia;RO;2039;2.057.168;1.026.512;1.030.656;24.498;17.869;1.774;0;1.774;74,99;71,91;78,38;13,63;14,42;12,80
Rondonia;RO;2040;2.065.315;1.029.962;1.035.353;24.397;18.279;1.774;0;1.774;75,12;72,03;78,49;13,46;14,25;12,63
Rondonia;RO;2041;2.072.942;1.033.163;1.039.779;24.281;18.693;1.774;0;1.774;75,24;72,16;78,61;13,30;14,08;12,48
Rondonia;RO;2042;2.080.046;1.036.115;1.043.931;24.185;19.114;1.774;0;1.774;75,36;72,28;78,71;13,15;13,92;12,33
Rondonia;RO;2043;2.086.640;1.038.825;1.047.815;24.102;19.534;1.774;0;1.774;75,48;72,39;78,82;13,00;13,77;12,18
Rondonia;RO;2044;2.092.729;1.041.297;1.051.432;24.014;19.952;1.774;0;1.774;75,59;72,51;78,92;12,85;13,62;12,04
Rondonia;RO;2045;2.098.307;1.043.530;1.054.777;23.917;20.372;1.774;0;1.774;75,70;72,62;79,03;12,71;13,48;11,90
Rondonia;RO;2046;2.103.370;1.045.523;1.057.847;23.823;20.789;1.774;0;1.774;75,81;72,73;79,12;12,58;13,35;11,77
Rondonia;RO;2047;2.107.922;1.047.279;1.060.643;23.728;21.205;1.774;0;1.774;75,91;72,84;79,22;12,45;13,22;11,65
Rondonia;RO;2048;2.111.959;1.048.796;1.063.163;23.624;21.620;1.774;0;1.774;76,01;72,94;79,32;12,33;13,09;11,53
Rondonia;RO;2049;2.115.477;1.050.073;1.065.404;23.510;22.027;1.774;0;1.774;76,11;73,05;79,41;12,21;12,97;11,41
Rondonia;RO;2050;2.118.474;1.051.112;1.067.362;23.389;22.427;1.774;0;1.774;76,21;73,15;79,50;12,10;12,86;11,30
Rondonia;RO;2051;2.120.952;1.051.915;1.069.037;23.274;22.827;1.774;0;1.774;76,31;73,24;79,59;11,99;12,75;11,19
Rondonia;RO;2052;2.122.916;1.052.485;1.070.431;23.151;23.217;1.774;0;1.774;76,40;73,34;79,67;11,88;12,64;11,09
Rondonia;RO;2053;2.124.363;1.052.821;1.071.542;23.015;23.604;1.774;0;1.774;76,49;73,43;79,75;11,78;12,54;10,99
Rondonia;RO;2054;2.125.289;1.052.922;1.072.367;22.871;23.979;1.774;0;1.774;76,58;73,53;79,84;11,69;12,44;10,90
Rondonia;RO;2055;2.125.695;1.052.789;1.072.906;22.721;24.349;1.774;0;1.774;76,67;73,62;79,92;11,59;12,34;10,80
Rondonia;RO;2056;2.125.590;1.052.427;1.073.163;22.581;24.712;1.774;0;1.774;76,75;73,70;79,99;11,50;12,25;10,72
Rondonia;RO;2057;2.124.982;1.051.839;1.073.143;22.437;25.069;1.774;0;1.774;76,83;73,79;80,07;11,42;12,17;10,63
Rondonia;RO;2058;2.123.877;1.051.029;1.072.848;22.287;25.414;1.774;0;1.774;76,91;73,87;80,14;11,33;12,08;10,55
Rondonia;RO;2059;2.122.283;1.050.001;1.072.282;22.139;25.749;1.774;0;1.774;77,00;73,95;80,21;11,26;12,00;10,47
Rondonia;RO;2060;2.120.212;1.048.760;1.071.452;21.995;26.076;1.774;0;1.774;77,07;74,03;80,28;11,18;11,93;10,39
Acre;AC;2010;765.325;384.406;380.919;16.489;3.899;-311;0;-311;71,68;68,46;75,40;22,08;24,17;19,88
Acre;AC;2011;778.499;390.823;387.676;18.278;3.903;-307;0;-307;72,11;68,87;75,80;21,03;22,99;18,96
Acre;AC;2012;792.045;397.432;394.613;17.247;3.921;-302;0;-302;72,51;69,27;76,19;20,06;21,92;18,11
Acre;AC;2013;805.014;403.747;401.267;17.142;3.930;-297;0;-297;72,89;69,66;76,56;19,18;20,93;17,34
Acre;AC;2014;818.273;410.212;408.061;17.857;3.961;-292;0;-292;73,26;70,02;76,90;18,37;20,03;16,62
Acre;AC;2015;831.665;416.747;414.918;17.461;3.995;-288;0;-288;73,61;70,37;77,23;17,63;19,21;15,97
Acre;AC;2016;844.137;422.813;421.324;16.068;4.019;-283;0;-283;73,94;70,70;77,54;16,95;18,46;15,37
Acre;AC;2017;856.457;428.803;427.654;17.213;4.061;-278;0;-278;74,25;71,01;77,83;16,34;17,78;14,83
Acre;AC;2018;869.265;435.044;434.221;17.136;4.122;-273;0;-273;74,55;71,31;78,10;15,78;17,16;14,33
Acre;AC;2019;881.935;441.216;440.719;17.047;4.178;-269;0;-269;74,83;71,60;78,36;15,27;16,60;13,88
Acre;AC;2020;894.470;447.320;447.150;16.975;4.240;-264;0;-264;75,09;71,87;78,60;14,81;16,09;13,48
Acre;AC;2021;906.876;453.359;453.517;16.912;4.312;-259;0;-259;75,33;72,12;78,83;14,40;15,63;13,11
Acre;AC;2022;919.145;459.329;459.816;16.839;4.388;-255;0;-255;75,57;72,36;79,04;14,02;15,22;12,77
Acre;AC;2023;931.268;465.226;466.042;16.774;4.474;-250;0;-250;75,78;72,59;79,24;13,69;14,84;12,47
Acre;AC;2024;943.235;471.044;472.191;16.692;4.564;-245;0;-245;75,99;72,80;79,43;13,38;14,51;12,20
Acre;AC;2025;955.012;476.766;478.246;16.570;4.660;-240;0;-240;76,18;73,01;79,61;13,10;14,20;11,95
Acre;AC;2026;966.579;482.382;484.197;16.463;4.762;-236;0;-236;76,37;73,20;79,77;12,86;13,93;11,73
Acre;AC;2027;977.945;487.896;490.049;16.372;4.874;-231;0;-231;76,54;73,38;79,93;12,63;13,68;11,53
Acre;AC;2028;989.104;493.306;495.798;16.268;4.991;-226;0;-226;76,70;73,55;80,07;12,43;13,46;11,35
Acre;AC;2029;1.000.048;498.606;501.442;16.174;5.115;-221;0;-221;76,85;73,71;80,20;12,25;13,26;11,19
Acre;AC;2030;1.010.772;503.795;506.977;16.070;5.244;-217;0;-217;76,99;73,85;80,33;12,09;13,08;11,04
Acre;AC;2031;1.021.247;508.858;512.389;15.938;5.380;-217;0;-217;77,12;74,00;80,45;11,94;12,91;10,91
Acre;AC;2032;1.031.453;513.785;517.668;15.810;5.521;-217;0;-217;77,24;74,13;80,56;11,81;12,77;10,80
Acre;AC;2033;1.041.392;518.577;522.815;15.693;5.670;-217;0;-217;77,36;74,25;80,66;11,69;12,64;10,69
Acre;AC;2034;1.051.065;523.235;527.830;15.583;5.826;-217;0;-217;77,47;74,37;80,75;11,58;12,52;10,60
Acre;AC;2035;1.060.470;527.757;532.713;15.473;5.985;-217;0;-217;77,57;74,48;80,84;11,49;12,42;10,51
Acre;AC;2036;1.069.591;532.134;537.457;15.342;6.154;-217;0;-217;77,66;74,58;80,92;11,40;12,32;10,44
Acre;AC;2037;1.078.410;536.358;542.052;15.211;6.326;-217;0;-217;77,75;74,67;81,00;11,33;12,24;10,37
Acre;AC;2038;1.086.926;540.428;546.498;15.085;6.505;-217;0;-217;77,84;74,76;81,07;11,26;12,16;10,31
Acre;AC;2039;1.095.137;544.343;550.794;14.967;6.693;-217;0;-217;77,91;74,84;81,14;11,20;12,09;10,25
Acre;AC;2040;1.103.044;548.104;554.940;14.857;6.884;-217;0;-217;77,98;74,92;81,20;11,14;12,03;10,20
Acre;AC;2041;1.110.642;551.708;558.934;14.739;7.080;-217;0;-217;78,05;75,00;81,26;11,09;11,98;10,16
Acre;AC;2042;1.117.921;555.151;562.770;14.618;7.285;-217;0;-217;78,11;75,06;81,31;11,04;11,93;10,12
Acre;AC;2043;1.124.876;558.430;566.446;14.503;7.493;-217;0;-217;78,17;75,13;81,36;11,01;11,88;10,08
Acre;AC;2044;1.131.507;561.545;569.962;14.394;7.707;-217;0;-217;78,22;75,19;81,41;10,97;11,84;10,05
Acre;AC;2045;1.137.820;564.499;573.321;14.297;7.926;-217;0;-217;78,28;75,24;81,45;10,94;11,81;10,02
Acre;AC;2046;1.143.815;567.293;576.522;14.203;8.150;-217;0;-217;78,32;75,30;81,49;10,91;11,78;10,00
Acre;AC;2047;1.149.489;569.925;579.564;14.107;8.377;-217;0;-217;78,37;75,34;81,53;10,89;11,75;9,97
Acre;AC;2048;1.154.836;572.393;582.443;14.010;8.610;-217;0;-217;78,41;75,39;81,56;10,86;11,72;9,95
Acre;AC;2049;1.159.852;574.695;585.157;13.914;8.847;-217;0;-217;78,45;75,43;81,59;10,84;11,70;9,93
Acre;AC;2050;1.164.538;576.832;587.706;13.830;9.092;-217;0;-217;78,48;75,47;81,62;10,82;11,68;9,92
Acre;AC;2051;1.168.898;578.806;590.092;13.753;9.338;-217;0;-217;78,52;75,51;81,65;10,80;11,66;9,90
Acre;AC;2052;1.172.928;580.616;592.312;13.669;9.590;-217;0;-217;78,55;75,54;81,68;10,79;11,64;9,89
Acre;AC;2053;1.176.619;582.257;594.362;13.582;9.845;-217;0;-217;78,58;75,57;81,70;10,78;11,63;9,88
Acre;AC;2054;1.179.964;583.726;596.238;13.490;10.103;-217;0;-217;78,60;75,60;81,72;10,76;11,62;9,87
Acre;AC;2055;1.182.957;585.021;597.936;13.397;10.364;-217;0;-217;78,63;75,63;81,74;10,75;11,60;9,86
Acre;AC;2056;1.185.600;586.145;599.455;13.315;10.628;-217;0;-217;78,65;75,66;81,76;10,74;11,59;9,85
Acre;AC;2057;1.187.895;587.099;600.796;13.230;10.893;-217;0;-217;78,67;75,68;81,78;10,73;11,58;9,84
Acre;AC;2058;1.189.835;587.880;601.955;13.136;11.157;-217;0;-217;78,69;75,71;81,80;10,72;11,58;9,83
Acre;AC;2059;1.191.419;588.488;602.931;13.041;11.419;-217;0;-217;78,71;75,73;81,81;10,72;11,57;9,83
Acre;AC;2060;1.192.647;588.924;603.723;12.947;11.679;-217;0;-217;78,73;75,75;81,83;10,71;11,56;9,82
Amazonas;AM;2010;3.553.148;1.789.736;1.763.412;79.633;19.636;3.910;0;3.910;70,37;67,27;73,81;22,20;24,26;20,03
Amazonas;AM;2011;3.618.040;1.821.875;1.796.165;81.847;19.821;3.851;0;3.851;70,64;67,51;74,11;21,43;23,48;19,28
Amazonas;AM;2012;3.684.326;1.854.683;1.829.643;82.986;20.084;3.792;0;3.792;70,91;67,75;74,41;20,71;22,74;18,57
Amazonas;AM;2013;3.751.293;1.887.797;1.863.496;83.861;20.356;3.735;0;3.735;71,17;67,98;74,70;20,03;22,04;17,91
Amazonas;AM;2014;3.819.636;1.921.573;1.898.063;86.433;20.662;3.676;0;3.676;71,42;68,20;74,98;19,38;21,38;17,28
Amazonas;AM;2015;3.887.740;1.955.183;1.932.557;84.097;20.954;3.617;0;3.617;71,67;68,42;75,25;18,77;20,76;16,69
Amazonas;AM;2016;3.952.171;1.986.871;1.965.300;79.746;21.202;3.558;0;3.558;71,91;68,64;75,51;18,21;20,17;16,14
Amazonas;AM;2017;4.015.812;2.018.116;1.997.696;83.212;21.533;3.499;0;3.499;72,14;68,86;75,77;17,67;19,62;15,62
Amazonas;AM;2018;4.080.611;2.049.916;2.030.695;82.900;21.920;3.442;0;3.442;72,37;69,07;76,01;17,17;19,11;15,13
Amazonas;AM;2019;4.144.597;2.081.262;2.063.335;82.462;22.295;3.383;0;3.383;72,59;69,27;76,25;16,70;18,62;14,68
Amazonas;AM;2020;4.207.714;2.112.128;2.095.586;82.049;22.688;3.324;0;3.324;72,81;69,47;76,48;16,26;18,17;14,25
Amazonas;AM;2021;4.269.995;2.142.533;2.127.462;81.713;23.100;3.265;0;3.265;73,02;69,67;76,71;15,85;17,74;13,85
Amazonas;AM;2022;4.331.430;2.172.473;2.158.957;81.331;23.545;3.206;0;3.206;73,23;69,86;76,92;15,46;17,34;13,48
Amazonas;AM;2023;4.391.960;2.201.917;2.190.043;80.935;24.015;3.149;0;3.149;73,42;70,05;77,13;15,11;16,97;13,14
Amazonas;AM;2024;4.451.551;2.230.851;2.220.700;80.526;24.503;3.090;0;3.090;73,62;70,23;77,33;14,77;16,62;12,82
Amazonas;AM;2025;4.510.151;2.259.251;2.250.900;80.066;25.010;3.031;0;3.031;73,81;70,41;77,53;14,45;16,29;12,52
Amazonas;AM;2026;4.567.703;2.287.087;2.280.616;79.589;25.546;2.972;0;2.972;73,99;70,59;77,72;14,16;15,99;12,24
Amazonas;AM;2027;4.624.211;2.314.364;2.309.847;79.194;26.106;2.913;0;2.913;74,17;70,76;77,90;13,89;15,70;11,98
Amazonas;AM;2028;4.679.714;2.341.102;2.338.612;78.847;26.697;2.856;0;2.856;74,34;70,93;78,07;13,64;15,44;11,74
Amazonas;AM;2029;4.734.251;2.367.321;2.366.930;78.576;27.306;2.797;0;2.797;74,51;71,09;78,24;13,40;15,19;11,52
Amazonas;AM;2030;4.787.816;2.393.017;2.394.799;78.271;27.946;2.738;0;2.738;74,67;71,25;78,40;13,18;14,96;11,31
Amazonas;AM;2031;4.840.312;2.418.147;2.422.165;77.800;28.609;2.738;0;2.738;74,83;71,41;78,56;12,98;14,74;11,12
Amazonas;AM;2032;4.891.675;2.442.685;2.448.990;77.361;29.302;2.738;0;2.738;74,98;71,56;78,71;12,79;14,54;10,94
Amazonas;AM;2033;4.941.934;2.466.644;2.475.290;77.010;30.026;2.738;0;2.738;75,13;71,71;78,85;12,61;14,35;10,78
Amazonas;AM;2034;4.991.129;2.490.045;2.501.084;76.702;30.771;2.738;0;2.738;75,28;71,85;78,99;12,44;14,17;10,63
Amazonas;AM;2035;5.039.255;2.512.888;2.526.367;76.389;31.544;2.738;0;2.738;75,42;71,99;79,12;12,29;14,01;10,49
Amazonas;AM;2036;5.086.236;2.535.138;2.551.098;75.978;32.336;2.738;0;2.738;75,55;72,13;79,25;12,15;13,85;10,36
Amazonas;AM;2037;5.132.009;2.556.764;2.575.245;75.577;33.149;2.738;0;2.738;75,69;72,26;79,37;12,01;13,71;10,23
Amazonas;AM;2038;5.176.569;2.577.766;2.598.803;75.212;33.997;2.738;0;2.738;75,81;72,39;79,49;11,89;13,57;10,12
Amazonas;AM;2039;5.219.919;2.598.148;2.621.771;74.871;34.863;2.738;0;2.738;75,93;72,52;79,60;11,78;13,45;10,02
Amazonas;AM;2040;5.262.059;2.617.912;2.644.147;74.546;35.750;2.738;0;2.738;76,06;72,64;79,71;11,67;13,33;9,92
Amazonas;AM;2041;5.302.957;2.637.046;2.665.911;74.187;36.662;2.738;0;2.738;76,17;72,76;79,82;11,57;13,22;9,84
Amazonas;AM;2042;5.342.574;2.655.533;2.687.041;73.836;37.604;2.738;0;2.738;76,28;72,88;79,92;11,48;13,12;9,75
Amazonas;AM;2043;5.380.889;2.673.365;2.707.524;73.485;38.563;2.738;0;2.738;76,39;72,99;80,02;11,39;13,02;9,68
Amazonas;AM;2044;5.417.887;2.690.535;2.727.352;73.136;39.539;2.738;0;2.738;76,50;73,10;80,11;11,31;12,93;9,61
Amazonas;AM;2045;5.453.552;2.707.036;2.746.516;72.792;40.536;2.738;0;2.738;76,60;73,21;80,20;11,24;12,84;9,54
Amazonas;AM;2046;5.487.876;2.722.870;2.765.006;72.466;41.550;2.738;0;2.738;76,69;73,32;80,28;11,17;12,76;9,48
Amazonas;AM;2047;5.520.840;2.738.030;2.782.810;72.115;42.579;2.738;0;2.738;76,79;73,42;80,36;11,10;12,69;9,43
Amazonas;AM;2048;5.552.396;2.752.493;2.799.903;71.722;43.622;2.738;0;2.738;76,88;73,51;80,44;11,04;12,62;9,38
Amazonas;AM;2049;5.582.496;2.766.236;2.816.260;71.305;44.680;2.738;0;2.738;76,97;73,61;80,52;10,98;12,55;9,33
Amazonas;AM;2050;5.611.125;2.779.255;2.831.870;70.911;45.755;2.738;0;2.738;77,05;73,70;80,59;10,93;12,49;9,29
Amazonas;AM;2051;5.638.304;2.791.563;2.846.741;70.568;46.843;2.738;0;2.738;77,14;73,79;80,66;10,88;12,43;9,25
Amazonas;AM;2052;5.664.036;2.803.163;2.860.873;70.204;47.942;2.738;0;2.738;77,22;73,88;80,72;10,83;12,37;9,21
Amazonas;AM;2053;5.688.278;2.814.038;2.874.240;69.798;49.052;2.738;0;2.738;77,29;73,96;80,78;10,79;12,32;9,18
Amazonas;AM;2054;5.710.995;2.824.174;2.886.821;69.373;50.160;2.738;0;2.738;77,37;74,05;80,85;10,75;12,27;9,15
Amazonas;AM;2055;5.732.178;2.833.571;2.898.607;68.954;51.277;2.738;0;2.738;77,44;74,13;80,90;10,71;12,22;9,12
Amazonas;AM;2056;5.751.847;2.842.241;2.909.606;68.586;52.399;2.738;0;2.738;77,51;74,20;80,96;10,68;12,18;9,09
Amazonas;AM;2057;5.770.028;2.850.198;2.919.830;68.218;53.520;2.738;0;2.738;77,57;74,28;81,01;10,64;12,14;9,07
Amazonas;AM;2058;5.786.706;2.857.439;2.929.267;67.825;54.643;2.738;0;2.738;77,64;74,35;81,06;10,61;12,10;9,04
Amazonas;AM;2059;5.801.873;2.863.966;2.937.907;67.431;55.756;2.738;0;2.738;77,70;74,42;81,11;10,58;12,06;9,02
Amazonas;AM;2060;5.815.537;2.869.789;2.945.748;67.046;56.868;2.738;0;2.738;77,76;74,49;81,16;10,55;12,02;9,00
Roraima;RR;2010;458.820;233.153;225.667;10.370;2.531;2.813;0;2.813;69,49;66,90;72,52;18,37;18,22;18,54
Roraima;RR;2011;469.543;238.427;231.116;10.569;2.545;2.771;0;2.771;69,87;67,30;72,83;18,16;17,98;18,35
Roraima;RR;2012;480.290;243.716;236.574;10.539;2.568;2.728;0;2.728;70,22;67,69;73,14;17,96;17,76;18,17
Roraima;RR;2013;491.066;249.023;242.043;10.765;2.597;2.686;0;2.686;70,57;68,06;73,44;17,76;17,55;17,99
Roraima;RR;2014;501.970;254.398;247.572;10.941;2.630;2.644;0;2.644;70,90;68,43;73,73;17,57;17,35;17,80
Roraima;RR;2015;513.328;260.066;253.262;10.822;2.665;2.602;1.003;3.605;71,22;68,78;74,02;17,39;17,16;17,62
Roraima;RR;2016;525.967;266.538;259.429;11.173;2.713;2.560;2.496;5.056;71,53;69,12;74,30;17,20;16,97;17,45
Roraima;RR;2017;546.885;278.190;268.695;11.602;2.799;2.518;16.998;19.516;71,84;69,45;74,57;17,02;16,78;17,27
Roraima;RR;2018;576.568;295.323;281.245;11.994;2.921;2.475;19.501;21.976;72,13;69,76;74,83;16,84;16,60;17,09
Roraima;RR;2019;605.761;312.110;293.651;12.349;3.045;2.433;15.601;18.034;72,41;70,06;75,09;16,66;16,42;16,92
Roraima;RR;2020;631.181;326.495;304.686;12.564;3.154;2.391;11.700;14.091;72,69;70,36;75,34;16,49;16,25;16,74
Roraima;RR;2021;652.713;338.422;314.291;12.666;3.252;2.349;7.800;10.149;72,95;70,64;75,58;16,32;16,08;16,57
Roraima;RR;2022;670.267;347.847;322.420;12.678;3.338;2.307;3.899;6.206;73,21;70,90;75,82;16,15;15,90;16,40
Roraima;RR;2023;683.769;354.735;329.034;12.608;3.415;2.264;0;2.264;73,46;71,16;76,04;15,98;15,73;16,23
Roraima;RR;2024;695.116;360.288;334.828;12.505;3.492;2.222;0;2.222;73,69;71,41;76,27;15,81;15,57;16,06
Roraima;RR;2025;706.235;365.723;340.512;12.392;3.571;2.180;0;2.180;73,93;71,64;76,48;15,64;15,40;15,90
Roraima;RR;2026;717.117;371.035;346.082;12.280;3.656;2.138;0;2.138;74,15;71,87;76,69;15,48;15,23;15,73
Roraima;RR;2027;727.762;376.223;351.539;12.179;3.747;2.095;0;2.095;74,36;72,08;76,89;15,31;15,07;15,57
Roraima;RR;2028;738.175;381.290;356.885;12.090;3.845;2.053;0;2.053;74,56;72,29;77,09;15,15;14,91;15,41
Roraima;RR;2029;748.361;386.237;362.124;12.011;3.948;2.011;0;2.011;74,76;72,49;77,28;14,99;14,75;15,25
Roraima;RR;2030;758.323;391.066;367.257;11.937;4.054;1.969;0;1.969;74,95;72,67;77,46;14,84;14,59;15,09
Roraima;RR;2031;768.085;395.789;372.296;11.871;4.167;1.969;0;1.969;75,13;72,85;77,64;14,67;14,43;14,93
Roraima;RR;2032;777.675;400.420;377.255;11.823;4.285;1.969;0;1.969;75,31;73,02;77,82;14,52;14,27;14,77
Roraima;RR;2033;787.104;404.965;382.139;11.793;4.411;1.969;0;1.969;75,47;73,18;77,98;14,36;14,12;14,62
Roraima;RR;2034;796.382;409.429;386.953;11.778;4.542;1.969;0;1.969;75,63;73,34;78,14;14,21;13,96;14,46
Roraima;RR;2035;805.521;413.818;391.703;11.784;4.680;1.969;0;1.969;75,79;73,48;78,30;14,06;13,81;14,31
Roraima;RR;2036;814.531;418.136;396.395;11.801;4.823;1.969;0;1.969;75,93;73,62;78,45;13,91;13,66;14,16
Roraima;RR;2037;823.417;422.386;401.031;11.827;4.972;1.969;0;1.969;76,07;73,75;78,59;13,75;13,51;14,01
Roraima;RR;2038;832.179;426.567;405.612;11.858;5.128;1.969;0;1.969;76,20;73,88;78,73;13,61;13,36;13,86
Roraima;RR;2039;840.814;430.677;410.137;11.891;5.290;1.969;0;1.969;76,33;74,00;78,87;13,46;13,22;13,72
Roraima;RR;2040;849.324;434.718;414.606;11.939;5.457;1.969;0;1.969;76,46;74,11;79,00;13,32;13,07;13,57
Roraima;RR;2041;857.716;438.692;419.024;11.992;5.627;1.969;0;1.969;76,58;74,22;79,13;13,17;12,93;13,43
Roraima;RR;2042;865.988;442.598;423.390;12.043;5.803;1.969;0;1.969;76,69;74,32;79,25;13,03;12,78;13,28
Roraima;RR;2043;874.130;446.431;427.699;12.089;5.983;1.969;0;1.969;76,79;74,41;79,37;12,89;12,64;13,14
Roraima;RR;2044;882.130;450.185;431.945;12.125;6.170;1.969;0;1.969;76,90;74,50;79,48;12,75;12,50;13,00
Roraima;RR;2045;889.982;453.857;436.125;12.169;6.359;1.969;0;1.969;76,99;74,59;79,59;12,61;12,36;12,86
Roraima;RR;2046;897.687;457.448;440.239;12.211;6.551;1.969;0;1.969;77,09;74,67;79,69;12,47;12,23;12,73
Roraima;RR;2047;905.234;460.952;444.282;12.242;6.747;1.969;0;1.969;77,17;74,75;79,79;12,34;12,09;12,59
Roraima;RR;2048;912.607;464.360;448.247;12.262;6.948;1.969;0;1.969;77,26;74,82;79,89;12,20;11,95;12,45
Roraima;RR;2049;919.792;467.665;452.127;12.273;7.153;1.969;0;1.969;77,34;74,89;79,98;12,06;11,82;12,32
Roraima;RR;2050;926.782;470.863;455.919;12.284;7.361;1.969;0;1.969;77,42;74,96;80,08;11,94;11,69;12,19
Roraima;RR;2051;933.572;473.951;459.621;12.289;7.571;1.969;0;1.969;77,50;75,02;80,16;11,80;11,56;12,06
Roraima;RR;2052;940.153;476.925;463.228;12.288;7.781;1.969;0;1.969;77,57;75,08;80,25;11,67;11,43;11,93
Roraima;RR;2053;946.517;479.781;466.736;12.280;7.999;1.969;0;1.969;77,64;75,13;80,33;11,55;11,30;11,80
Roraima;RR;2054;952.651;482.512;470.139;12.268;8.220;1.969;0;1.969;77,70;75,18;80,40;11,42;11,17;11,67
Roraima;RR;2055;958.552;485.117;473.435;12.256;8.440;1.969;0;1.969;77,76;75,23;80,48;11,29;11,05;11,55
Roraima;RR;2056;964.221;487.597;476.624;12.244;8.661;1.969;0;1.969;77,82;75,28;80,55;11,16;10,92;11,42
Roraima;RR;2057;969.655;489.951;479.704;12.230;8.883;1.969;0;1.969;77,88;75,32;80,62;11,05;10,80;11,30
Roraima;RR;2058;974.850;492.176;482.674;12.215;9.109;1.969;0;1.969;77,94;75,37;80,69;10,92;10,67;11,17
Roraima;RR;2059;979.802;494.271;485.531;12.200;9.340;1.969;0;1.969;77,98;75,41;80,75;10,80;10,55;11,05
Roraima;RR;2060;984.511;496.237;488.274;12.188;9.569;1.969;0;1.969;78,03;75,44;80,81;10,68;10,43;10,93
